label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
7	929 m^2	0.7443	Data Science	guinea pig	0.9271	1140	0.897	1079	Chris	899	181	1.213
6	537 m^2	1.1709	Computational Media	pig	0.6353	955	0.7956	1012	Eriq	438	718	0.9506
2	922 m^2	0.9009	Games and Playable Media	chicken	0.9584	1005	1.0359	300	Michael	972	564	0.5202
8	1010 m^2	1.019	Computer Science	dog	1.119	1366	0.9255	913	Fabrice	857	976	1.0822
4	n/a	0.8447	Robotics Engineering	bird	0.1517	708	0.7602	925	Vani	1071	912	0.963
8	1129 m^2	1.2899	Computer Science	dog	1.0329	995	1.1452	886	Tony	976	1197	0.8657
2	1193 m^2	1.0564	?	rat	0.988	856	1.1759	215	Michael	619	665	0.2402
4	844 m^2	1.2208	Robotics Engineering	bird	0.3106	900	0.7385	985	Lise	964	842	0.69
6	717 m^2	0.7283	N/A	pig	1.1391	1079	0.9146	1163	Eriq	1007	795	1.0738
0	96 m^2	0.2795	Biotechnology	rabbit	0.5985	1110	0.3508	372	Reilly	438	1149	1.0767
5	860 m^2	1.2979	Applied Mathematics	fish	0.6672	539	1.007	443	Fabrice	1352	1149	0.9896
7	1148 m^2	1.09	dATA sCIENCE	cat	0.4164	970	0.91	1037	Chris	554	26	0.9757
5	1261 m^2	0.7494	Bioengineering	fish	0.8077	299	0.928	1071	Fabrice	487	489	0.8827
1	1194 m^2	0.7618	eLECTRICAL eNGINEERING	reptile	0.9142	994	1.1104	1373	Vani	1230	773	0.8369
8	1026 m^2	0.7033	Computer Science	dog	1.0955	1111	1.0159	698	Sam	720	1172	1.2106
8	1165 m^2	0.8614	Computer Science	dog	1.0514	1122	0.9579	883	Tony	1133	1010	0.9321
2	934 m^2	0.7191	Games and Playable Media	rat	1.1883	1006	0.9594	365	Michael	1297	98	0.269
6	501 m^2	1.3313	Computational Media	pig	1.107	998	1.0913	1159	Fabrice	788	1060	0.8158
6	458 m^2	0.9738	Computational Media	pig	0.8094	657	0.8136	1233	Eriq	741	743	0.8669
5	974 m^2	1.0711	Applied Mathematics	FISH	1.0805	268	1.1088	757	Fabrice	1017	766	0.8739
1	1279 m^2	0.9525	Electrical Engineering	reptile	1.0992	756	0.9757	1293	Vani	1125	916	1.0245
8	724 m^2	1.3926	Computer Science	dog	1.065	1032	1.0217	986	Tony	790	n/a	1.0902
0	-105 m^2	0.1439	Computer Engineering	rabbit	0.8167	1061	0.5363	433	Reilly	600	1257	1.0459
1	805 m^2	0.9932	Electrical Engineering	reptile	0.9452	1157	1.1383	938	Vani	494	1117	0.6289
5	1102 m^2	0.6479	Applied Mathematics	guinea pig	0.6339	410	1.1082	699	Fabrice	960	901	1.2176
1	1247 m^2	1.2301	Electrical Engineering	HAMSTER	0.7278	742	NULL	711	Vani	844	935	1.0003
1	1097 m^2	1.3147	Electrical Engineering	reptile	1.1486	898	0.9915	1087	Vani	1061	1137	0.9044
1	844 m^2	1.1226	Electrical Engineering	reptile	1.1238	1107	0.8787	915	Tony	1100	983	1.057
6	754 m^2	0.8911	Computational Media	pig	0.7798	868	0.7552	1353	Eriq	759	909	0.9785
1	1083 m^2	0.9431	Electrical Engineering	reptile	1.0655	959	0.6307	884	Vani	837	1044	1.0499
8	885 m^2	0.8517	Computer Science	dog	0.7663	994	0.7125	1105	Tony	1308	970	0.9887
6	695 m^2	0.8062	Computational Media	pig	0.8699	1114	1.1751	987	Vani	870	740	1.3463
2	1045 m^2	0.8863	Games and Playable Media	rat	0.9699	896	0.7769	371	Eriq	905	536	0.4741
7	1296 m^2	0.9782	Data Science	pig	0.6692	1069	0.888	950	Chris	1447	-39	1.2184
7	1076 m^2	0.7977	Data Science	cat	0.6243	953	1.0245	744	Chris	1260	184	0.9857
2	1005 m^2	1.2483	Games and Playable Media	rat	1.1054	1136	1.2422	284	Michael	1225	378	0.3552
4	1330 m^2	0.5083	Bioinformatics	bird	0.3423	718	0.813	1050	Lise	952	726	0.9329
4	1221 m^2	0.4754	Bioinformatics	rat	0.4995	821	1.0582	804	Lise	970	964	0.5564
6	478 m^2	0.9549	Computer Engineering	pig	0.9637	892	1.131	946	Eriq	623	974	1.0145
0	394 m^2	0.0071	Biotechnology	rabbit	0.6102	1090	0.4873	361	Reilly	-304	957	0.9814
5	715 m^2	1.111	Bioengineering	fish	0.6538	572	1.0157	651	Fabrice	894	896	0.7488
6	732 m^2	1.2454	Computational Media	pig	1.2222	875	1.2066	1207	Eriq	924	1004	0.7997
1	987 m^2	0.9624	Electrical Engineering	reptile	0.8294	971	0.9472	858	Vani	518	725	1.0058
5	881 m^2	0.8103	aPPLIED mATHEMATICS	fish	0.6666	353	1.0211	527	Fabrice	868	1132	0.9826
8	962 m^2	0.6651	cOMPUTER sCIENCE	dog	1.3013	1118	1.2204	1117	Chris	770	957	1.2463
7	959 m^2	0.9488	Data Science	cat	0.5664	878	0.7628	1038	Chris	930	206	0.8652
8	1141 m^2	1.1643	Computer Science	dog	1.2295	980	1.4164	924	Sam	1024	996	1.034
5	1105 m^2	1.117	aPPLIED mATHEMATICS	fish	0.7237	509		558	Fabrice	1318	807	0.8866
4	1079 m^2	0.8294	Robotics Engineering	dog	0.3792	817	0.8952	1052	Inan	1052	802	0.9295
0	348 m^2	-0.1599	Natural Language Processing	rabbit	1.0974	972	0.453	516	Reilly	516	852	0.72
3	1324 m^2	0.2475	Human Computer Interaction	guinea pig	1.0013	991	0.9855	802	None	1159	876	1.0954
3	1049 m^2	0.6002	Statistics	hamster	1.1652	969	0.9744	1295	Andrew	507	797	0.5279
5	1085 m^2	0.145	Applied Mathematics	fish	0.5988	521	1.3605	851	Fabrice	1261	1062	0.989
5	754 m^2	1.2345	Applied Mathematics	fish	0.6292	407	0.8812	584	Fabrice	1117	N/A	1.331
4	849 m^2	0.9647	Bioinformatics	bird	0.4477	749	0.6324	1278	Inan	1003	659	0.8391
4	956 m^2	1.1794	Bioinformatics	bird	0.6116	641	1.0834	1088	Lise	942	571	0.7899
2	1435 m^2	0.7105	Games and Playable Media	chicken	0.8436	1036	0.7445	-270	Michael	884	222	0.2678
7	974 m^2	0.8674	Data Science	cat	0.5662	850	1.2686	1027	Eriq	920	78	0.9521
5	?	0.8292	Applied Mathematics	Fish	0.3876	448	0.8343	561	Fabrice	1513	982	1.2266
2	1453 m^2	0.8059	Games and Playable Media	guinea pig	0.9663	1114	1.0288	160	Michael	1038	274	0.3082
5	1251 m^2	0.7771	Bioengineering	fish	0.7227	554	0.85	636	Fabrice	1264	930	0.915
2	1218 m^2	0.9312	Games and Playable Media	rabbit	0.8988	831	0.9291	343	Chris	1069	313	0.3177
2	1079 m^2	1.0416	Games And Playable Media	chicken	0.9709	989	0.8228	219	Michael	749	425	0.0951
8	1138 m^2	1.0104	Computer Science	dog	0.9954	936	1.0111	760	Tony	548	1024	0.7213
6	744 m^2	?	Computational Media	pig	0.9169	1080	1.1991	889	Eriq	1210	909	1.1055
8	881 m^2	0.9363	Computer Science	dog	0.9062	999	0.711	1108	Sam	1167	1289	1.0044
5	1347 m^2	0.7598	Bioengineering	fish	0.2788	520	0.7561	457	Fabrice	818	675	0.9645
6	919 m^2	0.9116	Computational Media	pig	1.1651	962	1.3611	833	Eriq	1015	1133	1.0404
6	793 m^2	0.9158	Technology and Information Management	ferret	0.9811	1058	1.221	991	Lise	940	975	1.3615
6	470 m^2	1.2968	Computational Media	pig	0.7734	668	1.4049	996	Eriq	736	1032	1.1932
0	174 m^2	-0.0247	Computer Engineering	rabbit	0.3908	1209	0.4688	268	Michael	535	894	1.2297
8	913 m^2	0.9374	Computer Science	dog	0.9773	798	0.8916	911	Tony	1006	956	0.8433
5	1043 m^2	0.7337	Computer Science	bird	0.4732	295	0.9066	773	Andrew	1132	650	0.8406
8	960 m^2	0.6521	Computer Science	dog	0.9652	926	0.8608	1016	sAM	1055	1067	0.9915
1	967 m^2	0.8716	Data Science	rabbit	0.8331	901	0.9249	989	Vani	1183	967	1.0605
2	979 m^2	0.9608	Games and Playable Media	pig	0.6863	873	1.0768	23	Michael	730	416	0.3542
8	1124 m^2	0.6693	Computer Science	dog	1.0356	917	1.2487	918	Tony	960	848	1.131
3	815 m^2	0.2781	Statistics	ferret	1.053	960	1.0289	989	Andrew	568	1007	1.1121
3	965 m^2	0.279	Computer Game Design	ferret	0.5706	1316	0.9198	1012	Andrew	988	1123	1.1839
5	877 m^2	0.6369	Bioengineering	reptile	0.4635	423	1.0912	995	n/a	1370	727	1.0919
5	853 m^2	1.1258	Applied Mathematics	fish	0.5392	371	0.8127	822	Fabrice	780	1037	1.1032
6	415 m^2	1.0618	Computational Media	pig	1.0068	None	0.9743	1167	Eriq	773	922	0.8314
0	296 m^2	-0.2624	Computer Engineering	rabbit	0.6921	777	0.4496	489	Reilly	339	1053	0.8477
4	1206 m^2	1.065	Bioinformatics	bird	0.1622	1049	1.2014	895	Inan	981	791	0.8144
8	1110 m^2	0.9593	Computer Science	dog	0.8682	1118	0.9714	1131	Tony	1124	1094	0.9713
1	951 m^2	1.0395	Electrical Engineering	REPTILE	0.9175	896	1.1187	888	Vani	769	1074	1.3024
8	959 m^2	0.996	Computer Science	dog	1.4666	934	0.998	1080	Tony	1350	805	1.1046
0	-77 m^2	-0.059	Biotechnology	rabbit	0.8073	1004	0.518	71	Reilly	1004	899	1.3319
2	1128 m^2	1.0285	Games and Playable Media	fish	1.1556	752	1.2656	109		724	363	0.2028
4	788 m^2	1.0126	Bioinformatics	guinea pig	0.3299	704	1.125	1060	Inan	1061	788	0.9728
2	1017 m^2	1.0739	Games and Playable Media	rat	0.8396	882	1.3231	287	Reilly	747	359	0.5286
2	1376 m^2	1.1721	Games and Playable Media	pig	1.0751	995	0.9249	170	MICHAEL	1020	607	0.3778
1	1313 m^2	0.6712	Electrical Engineering	reptile	0.5159	773	1.2654	1178	Vani	759	982	1.2291
2	1046 m^2	1.0585	Applied Mathematics	rat	1.0286	1177	0.9968	297	Lise	1045	520	0.4991
3	1026 m^2	0.5792	Statistics	?	0.8733	976	0.9507	717	Andrew	858	1206	1.0687
4	1152 m^2	1.1769	Bioinformatics	bird	0.162	922	1.2675	1047	Inan	990	743	0.7904
5	1116 m^2	0.9227	Bioengineering	fish	0.7383	?	1.1058	?	fABRICE	1193	802	1.0743
3	1088 m^2	0.3534	Human Computer Interaction	dog	0.5521	932	0.6747	1205	Andrew	1141	898	1.136
1	1460 m^2	0.7445	Electrical Engineering	reptile	1.1991	1028	0.7379	787	Vani	715	893	0.7074
4	1016 m^2	0.8466	Robotics Engineering	guinea pig	0.3598	934	0.4663	1088	INAN	986	677	0.7781
6	765 m^2	1.0059	Computational Media	pig	1.0233	1066	0.9256	840	Eriq	906	1019	0.9445
4	1198 m^2	1.0896	bIOINFORMATICS	guinea pig	0.2028	795	0.9156	895	Inan	1029	764	0.7234
7	763 m^2	0.7783	Data Science	cat	0.4798	887	0.8808	889	Chris	624	375	1.3032
6	589 m^2	1.0279	Technology and Information Management	pig	1.2913	714	1.2614	868	Eriq	752	1054	1.0034
0	218 m^2	-0.144	Natural Language Processing	chicken	0.574	1286	0.4107	227	Reilly	360	1072	0.808
0	313 m^2	0.0883	Computer Engineering	rabbit	0.4802	1070	0.262	433	Reilly	530	1018	1.038
6	616 m^2	1.0235	Technology and Information Management	pig	0.9911	760	0.7311	1038	Eriq	1082	912	0.8418
6	896 m^2	1.5471	Technology and Information Management	hamster	1.2057	1329	0.9569	1144	Eriq	1057	1041	0.7619
7	965 m^2	0.6159	Data Science	cat	0.7364	1220	1.5242	774	Chris	915	146	1.0681
4	1044 m^2	0.9004	Robotics Engineering	guinea pig	0.3469	797	0.3408	818	Lise	716	450	0.7066
6	884 m^2	1.1275	Computational Media	pig	1.1674	1102	0.9944	805	Eriq	1312	768	0.9617
0	252 m^2	-0.1073	Natural Language Processing	rabbit	0.6083	1048	0.6328	731	Reilly	260	838	0.901
3	1033 m^2	0.4013	Statistics	hamster	0.8766	1150	0.586	820	Tony	1074	1024	0.7539
0	250 m^2	-0.1996	Natural Language Processing	fish	0.9246	902	0.3009	472	Reilly	180	1079	1.0523
0	153 m^2	0.0292	Computer Science	rabbit	0.6339	1011	0.3128	363	Reilly	531	948	0.8582
2	1032 m^2	0.5559	Games and Playable Media	rat	0.7054	975	0.8772	203	Michael	1212	214	0.3531
6	579 m^2	0.9931	Computational Media	pig	1.1081	1046	0.9582	993	ERIQ	850	942	0.6684
0	438 m^2	0.2956	Natural Language Processing	rabbit	0.8142	1134	0.1085	449	Reilly	456	1027	0.8842
3	842 m^2	0.6396	Statistics	ferret	0.9337	1135	0.9154	1039	Andrew	1293	881	0.9643
8	817 m^2	0.7896	Computer Science	dog	0.9271	1100	1.073	1105	Tony	1130	1237	1.066
2	958 m^2	1.1295	Games and Playable Media	rat	0.9595	1099	0.752	136	Michael	1105	354	0.3397
4	666 m^2	1.0628	Bioinformatics	guinea pig	0.2084	804	1.0682	1062	Lise	1054	990	0.5214
8	1483 m^2	1.1351	Computer Science	dog	1.1052	1256	1.0175	1259	Tony	1048	971	0.7491
7	848 m^2	0.771	Data Science	fish	0.2679	1071	1.0979	794	Chris	739	421	0.6652
8	1182 m^2	1.0669	Computer Science	dog	1.0074	1330	1.5095	868	Tony	941	813	1.0142
5	530 m^2	?	Applied Mathematics	fish	0.7633	239	1.0571	845	Fabrice	1833	626	0.9645
7	867 m^2	0.6033	Data Science	cat	0.4654	740	0.9506	841	Chris	938	187	0.8483
5	1152 m^2	0.9809	Applied Mathematics	FISH	0.6498	450	1.3497	426	Fabrice	887	677	1.0661
1	1324 m^2	1.2678	Electrical Engineering	reptile	1.3131	811	1.0755	1161	Vani	1224	1079	1.1526
8	933 m^2	0.6523	Computer Science	dog	1.0566	1186	1.278	1040	Sam	1093	882	0.6029
3	1120 m^2	0.4757	Statistics	hamster	0.975	970	0.9876	1057	Andrew	788	949	0.8516
6	1025 m^2	0.7805	Computational Media	N/A	0.8497	944	0.941	869	Eriq	662	843	
4	744 m^2	0.6865	Electrical Engineering	guinea pig	0.2958	826	0.7306	977	Inan	992	923	0.9102
1	1146 m^2	0.7655	Electrical Engineering	reptile	0.9987	817	0.9484	1254	Vani	1371	1055	1.2297
7	1180 m^2	0.5999	Data Science	pig	0.4547	973	0.9241	1026	Chris	1085	-146	0.9162
4	873 m^2	1.3008	Robotics Engineering	bird	0.1502	901	0.7233	1041	Inan	809	725	0.8206
5	986 m^2	1.4077	Applied Mathematics	fish	0.5838	513	0.9595	679	Fabrice	959	692	0.7016
6	602 m^2	1.0504	Technology and Information Management	pig	0.6947	1002	1.0314	1236	Inan	560	872	0.977
2	1199 m^2	1.0236	Games and Playable Media	rat	0.7322	922	0.8537	339	Michael	1007	566	0.1782
2	781 m^2	0.7959	Games and Playable Media	chicken	0.7757	1033	0.8689	57	Inan	570	135	0.5233
4	560 m^2	0.9516	Robotics Engineering	pig	0.3166	864	0.528	1072	Inan	1465	990	0.8642
5	688 m^2	1.1579	Computer Science	fish	0.6292	226	1.146	875	Fabrice	575	614	0.939
7	1015 m^2	0.7336	Data Science	cat	0.5786	999	0.6591	959	Chris	1437	239	0.8669
4	928 m^2	0.9964	Robotics Engineering	guinea pig	0.643	842	1.2811	1046	Inan	1026	878	1.0722
5	670 m^2	0.7122	Bioengineering	fish	0.6683	544	1.1344	1018	Fabrice	1224	735	1.1822
5	1150 m^2	1.0477	Applied Mathematics	fish	0.6337	7	1.2097	873	Fabrice	754	1116	0.8343
3	1063 m^2	0.3302	Human Computer Interaction	hamster	0.6462	885	1.2244	1255	Andrew	684	1148	0.9598
2	776 m^2	0.9848	Games and Playable Media	rat	0.7161	1274	0.9776	235	Michael	850	206	0.5491
5	813 m^2	1.1314	Bioengineering	fish	0.9229	178	0.9351	706	Fabrice	1010	833	0.711
0	77 m^2	-0.2791	Natural Language Processing	rabbit	0.7277	655	0.2447	179	Tony	304	806	1.0544
2	1084 m^2	0.7826	Games and Playable Media	chicken	1.0257	1025	0.5927	106	Eriq	590	274	0.1438
2	1172 m^2	0.8207	Applied Mathematics	rat	0.8643	919	1.0037	251	mICHAEL	929	769	None
0	-58 m^2	0.4056	Biotechnology	rabbit	0.656	865	0.7282	438	Reilly	467	799	1.0209
0	485 m^2	0.0987	cOMPUTER eNGINEERING	ferret	0.7119	1036	0.06	707	Reilly	260	872	0.8165
1	922 m^2	0.9449	Statistics	reptile	1.1174	976	1.239	954	Vani	978	943	0.8346
1	1031 m^2	1.0507	Electrical Engineering	Cat	0.7543	876	0.9957	959	Tony	1312	n/a	1.0961
2	981 m^2	0.9749	Games and Playable Media	Cat	1.0937	1149	0.9366	190	Michael	1000	270	0.2989
3	987 m^2	0.8007	Computer Game Design	Hamster	1.0463	1143	1.0072	1029	Andrew	950	1052	0.8315
4	884 m^2	0.6068	Bioinformatics	bird	0.2964	706	0.9427	1168	Lise	1381	888	0.7927
8	933 m^2	1.2865	Computer Science	dog	1.1465	1031	0.887	899	Tony	1145	974	0.9087
8	982 m^2	1.1145	Computer Science	dog	1.0493	977	1.0676	1065	Sam	1184	1050	0.7408
1	801 m^2	0.7406	eLECTRICAL eNGINEERING	ferret	1.2767	836	0.9444	1172	Vani	657	1118	0.8099
4	650 m^2	0.813	rOBOTICS eNGINEERING	guinea pig	0.326	909	0.9418	800	Andrew	1196	764	0.798
5	901 m^2	1.1645	Bioengineering	fish	0.6108	305	0.9002	760	Sam	879	907	0.8592
0	231 m^2	0.3832	Natural Language Processing	rabbit	0.6948	913	0.3247	352	Reilly	718	731	0.8211
0	110 m^2	0.3207	Natural Language Processing	rabbit	1.0783	1109	0.305	622	Reilly	-49	856	1.0396
5	1088 m^2	0.6911	Applied Mathematics	fish	0.6344	59	1.2025	549	Fabrice	888	517	0.9269
0	394 m^2	-0.1344	Biotechnology	rabbit	0.5447	1086	0.3983	265	Reilly	425	1118	1.0387
6	815 m^2	0.9751	Computational Media	pig	1.1034	821	1.1498	1176	Eriq	667	822	0.6378
6	765 m^2	0.9938	Computational Media	rabbit	0.9114	852	1.0343	1042	Eriq	482	907	1.0251
2	1118 m^2	0.5233	Games and Playable Media	rat	0.8501	1066	1.0862	205	Michael	795	426	0.4584
8	910 m^2	1.0604	Computer Science	pig	0.7484	1158	1.277	n/a	Tony	954	1256	0.6831
8	1118 m^2	1.0141	Computer Science	dog	0.5666	773	1.1506	1009	Sam	946	980	1.0057
4	827 m^2	1.0691	Robotics Engineering	bird	0.2512	723	0.7902	1190	Inan	934	669	1.3327
7	909 m^2	0.8634	Data Science	Cat	0.5676	822	1.0694	712	Chris	950	124	0.8453
5	1199 m^2	1.1971	Bioengineering	fish	0.4994	251	0.8474	773	Fabrice	841	818	0.9627
0	167 m^2	-0.0715	Computer Engineering	rabbit	0.462	892	0.3615	551	Fabrice	147	1214	0.9703
0	-93 m^2	0.1035	Biotechnology	rabbit	0.8365	1006	0.3411	370	Reilly	474	981	0.5935
3	1365 m^2	0.2234	Human Computer Interaction	ferret	0.6406	968	0.7748	950	Andrew	1014	1018	1.0643
8	850 m^2	1.0095	Computer Science	dog	0.8906	1159	0.9223	899	Sam	854	1152	1.0199
7	861 m^2	0.5998	Data Science	cat	0.7305	874	1.0021	1227	Chris	1048	-3	1.1718
7	965 m^2	0.5948	data science	cat	0.4887	1215	1.0482	902	Chris	870	64	1.2249
5	1226 m^2	1.4181	Bioengineering	fish	0.2946	303	0.9236	724	Fabrice	922	767	0.7395
0	450 m^2	0.2856	Biotechnology	rabbit	NULL	856	0.497	332	Reilly	469	892	0.8669
7	1156 m^2	0.8356	Data Science	cat	0.7513	964	0.7772	1057	Chris	869	-382	0.955
4	1150 m^2	1.0412	Robotics Engineering	guinea pig	0.2294	669	0.5569	889	Lise	1347	811	0.9913
0	278 m^2	0.1948	Computer Engineering	rabbit	0.7592	1117	0.5741	388	Reilly	336	960	0.918
6	653 m^2	0.933	Technology and Information Management	pig	0.922	872	1.3505	1011	Eriq	713	1058	1.2987
2	953 m^2	0.7276	Games and Playable Media	rat	None	1051	1.0021	450	Michael	1333	600	0.1496
1	1155 m^2	1.0602	Electrical Engineering	reptile	1.0589	1019	0.8867	1049	Vani	774	1170	0.9089
2	946 m^2	0.7949	Games and Playable Media	rat	0.8812	641	0.9479	390	Michael	1139	245	0.113
5	1161 m^2	0.7725	Applied Mathematics	fish	0.4021	269	1.1488	772	Fabrice	805	946	1.2171
4	1174 m^2	0.9685	Bioinformatics	guinea pig	0.4336	1012	0.8433	959	Lise	823	997	0.6312
6	256 m^2	0.8682	COMPUTATIONAL MEDIA	pig	1.0107	1039	0.9178	1222	Reilly	807	516	1.1272
3	1397 m^2	0.5559	Human Computer Interaction	hamster	0.9581	936	0.9595	1016	Andrew	932	913	1.0656
6	439 m^2	0.9693	Computational Media	Pig	0.8625	827	1.3252	972	Eriq	1065	915	1.0133
2	900 m^2	1.0003	Games and Playable Media	chicken	1.0018	756	0.8236	118	Michael	1081	328	0.4598
7	973 m^2	0.5142	Data Science	cat	0.4013	1088	0.9853	1201	Chris	1078	52	1.0092
1	1056 m^2	0.6894	Electrical Engineering	reptile	0.78	761	0.8244	1158	Eriq	1082	832	0.9575
8	887 m^2	1.0727	Computer Science	dog	0.8305	978	1.0426	1192	Tony	1077	1069	1.0007
1	829 m^2	1.0031	Biotechnology	reptile	1.0702	1048	1.3421	1171	Vani	1005	738	0.9523
1	936 m^2	1.1463	Electrical Engineering	reptile	1.1314	667	0.9222	1006	Vani	1000	932	0.842
2	1126 m^2	0.9397	Games and Playable Media	rat	0.8431	1058	0.8639	312	Michael	1024	463	0.3805
1	736 m^2	1.4458	Electrical Engineering	REPTILE	1.0001	1290	0.6506	1102	Vani	978	969	1.0619
4	1050 m^2	0.9434	Robotics Engineering	guinea pig	0.0434	751	0.6703	1473	Inan	888	838	0.8752
7	1054 m^2	0.6648	Data Science	cat	0.4938	1155	1.0109	1085	Chris	648	324	1.2532
2	1211 m^2	0.6637	Games and Playable Media	chicken	1.2411	1015	1.0195	-122	MICHAEL	510	326	0.3992
2	1354 m^2	1.0682	Games and Playable Media	rat	0.8551	694	1.0095	282	Andrew	1163	434	0.5938
6	880 m^2	0.9319	Computational Media	pig	0.9767	1224	1.0802	1158	Eriq	892	494	1.284
5	792 m^2	0.5823	Applied Mathematics	fish	0.4833	354	0.8296	264	Fabrice	929	1096	0.9333
1	933 m^2	1.0028	Electrical Engineering	reptile	0.789	960	1.0066	773	Vani	1082	1104	0.9408
8	1263 m^2	0.6314	Computer Science	dog	0.979	1001	0.9895	1098	Sam	930	1029	1.1841
2	1059 m^2	1.152	gAMES AND pLAYABLE mEDIA	chicken	1.0856	1064	0.8265	55	Michael	822	307	0.3023
2	1023 m^2	0.9162	Games and Playable Media	chicken	0.9739	1214	0.9572	109	Tony	658	643	0.5067
2	953 m^2	0.6531	Games and Playable Media	rat	1.2951	824	0.9837	129	Michael	1006	391	0.405
1	734 m^2	0.8343	Electrical Engineering	rabbit	1.0323	1044	0.8513	1134	Vani	925	1176	1.1112
4	1100 m^2	0.7872	Robotics Engineering	bird	0.0692	556	NULL	796	Lise	1496	876	0.9005
8	1001 m^2	0.8402	Computer Science	dog	0.8223	811	0.9094	1017	Tony	807	1555	0.5939
6	587 m^2	0.8386	Technology and Information Management	PIG	1.1303	966	1.0034	1071	Eriq	1009	1165	0.9451
2	770 m^2	0.88	Games and Playable Media	chicken	1.3861	930	0.9029	?	Michael	1119	447	0.2358
0	261 m^2	0.089	Computer Engineering	rabbit	0.8807	1043	0.4287	544	Reilly	248	None	1.0629
8	1036 m^2	1.0179	Computer Science	hamster	1.1423	908	0.9543	1010	Sam	1400	877	1.0706
3	889 m^2	0.3077	Computer Game Design	ferret	0.8651	1166	0.8386	1034	Andrew	1179	901	0.9574
5	923 m^2	1.1364	Applied Mathematics	fish	0.4879	427	0.9067	1077	Fabrice	1315	675	0.9554
4	737 m^2	0.5716	Bioinformatics	reptile	?	918	1.093	1152	Inan	910	669	1.0616
6	640 m^2	None	Computational Media	pig	0.6391	937	0.6094	903	ERIQ	966	1101	1.004
1	n/a	1.0774	Electrical Engineering	reptile	0.9876	947	1.1575	913	Vani	1181	1629	1.159
8	1188 m^2	1.2492	Computer Science	dog	1.2062	1263	1.1644	815	Tony	1251	1158	1.0735
8	1112 m^2	1.0091	Computer Science	dog	0.9767	922	1.1929	1457	Inan	676	882	0.7636
3	1328 m^2	0.1324	Bioinformatics	ferret	1.1058	1222	1.1096	785	Andrew	783	809	0.9616
1	799 m^2	0.9971	Electrical Engineering	reptile	1.0159	634	1.12	1043	Vani	1060	997	0.6999
5	792 m^2	1.2242	Applied Mathematics	fish	0.4238	522	1.6118	1163	fabrice	659	577	0.9074
8	965 m^2	0.8728	Computer Science	dog	0.9834	1132	0.5431	1161	Tony	1275	1213	1.1679
5	917 m^2	1.2266	Bioengineering	fish	0.8166	629	0.9604	555	Fabrice	1027	885	0.827
3	1289 m^2	0.1707	Computer Game Design	ferret	1.0053	879	0.6478	1335	Andrew	898	1019	0.9132
3	966 m^2	0.6221	Computer Game Design	hamster	0.7015	1514	1.1765	1153	Andrew	728	1204	1.0332
7	1071 m^2	0.7802	Data Science	cat	0.5288	924	1.0687	955	Chris	690	59	1.0532
6	578 m^2	1.5837	Computational Media	pig	1.0689	770	1.2534	950	Eriq	640	1049	1.1096
5	1070 m^2	0.9535	Bioengineering	fish	n/a	489	0.9411	482	Fabrice	1302	919	0.8867
1	1104 m^2	1.2555	Electrical Engineering	reptile	1.1992	820	1.1074	1042	Eriq	768	816	0.752
2	1088 m^2	1.1873	Games and Playable Media	rat	1.0005	1128	1.0943	105	Vani	1029	294	0.2911
7	990 m^2	0.8859	Data Science	cat	0.658	1010	0.6568	917	Chris	1357	-66	1.1013
8	1236 m^2	0.7815	Computer Science	dog	0.9363	865	1.0611	1220	INAN	863	948	0.9188
7	973 m^2	0.945	Data Science	cat	0.472	824	0.6404	921	Chris	929	-129	1.0445
4	1080 m^2	1.036	Robotics Engineering	bird	0.1285	810	0.8507	815	Lise	681	1134	1.0607
0	243 m^2	-0.1213	Biotechnology	rabbit	0.5349	1352	0.2398	237	Reilly	182	1088	1.0347
8	811 m^2	1.2765	Computer Science	DOG	1.0258	866	1.0828	856	Tony	1109	961	0.9452
0	311 m^2	0.0546	Natural Language Processing	rabbit	0.6399	998	-0.0094	545	Reilly	97	1316	0.8968
5	1407 m^2	1.2511	Bioengineering	fish	0.7442	248	1.2204	697	Fabrice	853	819	0.9904
8	968 m^2	1.2789	Computer Science	dog	1.1171	854	0.9688	846	Tony	1178	1079	0.9853
7	1047 m^2	0.954	Data Science	cat	0.6853	721	0.9073	1103	Reilly	863	5	0.9953
3	956 m^2	0.6267	Human Computer Interaction	ferret	0.403	1024	0.6672	972	Andrew	856	903	0.9818
5	1001 m^2	0.9593	Applied Mathematics	fish	0.5077	33	1.3109	653	Fabrice	1100	713	0.8864
8	989 m^2	0.4561	Computer Science	pig	0.9873	886	1.1662	1171	Tony	608	1095	1.0891
6	392 m^2	0.8966	Computational Media	pig	1.066	925	1.0663	1088	Eriq	1097	840	1.3193
8	947 m^2	0.8353	Computer Science	dog	None	961	0.7798	1021	Tony	1003	1160	0.9801
7	1109 m^2	0.7156	NULL	cat	0.6953	1058	1.1118	776	Chris	1324	-77	0.9585
4	1174 m^2	0.9857	Bioinformatics	bird	0.0994	980	0.7863	1145	Vani	1140	874	0.5765
0	324 m^2	0.1725	Biotechnology	RABBIT	0.828	556	0.463	369	Michael	488	1034	1.03
5	785 m^2	0.8574	Bioengineering	fish	0.5383	337	0.998	772	Fabrice	867	1010	0.7021
8	843 m^2	0.577	NULL	dog	0.773	992	0.965	1375	Sam	902	953	0.9364
